neotoma_names,taxon_name
Visceae cf. Arceuthobium,visceae_cf_arceuthobium
Viscum,viscum
Viscum album,viscum_album
Viscum album-type,viscum_album_type
Viscum album sensu lato,viscum_album_sensu_lato
Vismia,vismia
Vismia-type,vismia_type
Vitaceae,vitaceae
Vitaceae cf. Cissus,vitaceae_cf_cissus
Vitaceae undiff.,vitaceae_undiff
Vitellaria,vitellaria
Vitellaria-type (V. paradoxa),vitellaria_type_v_paradoxa
Vitex,vitex
Vitex-type,vitex_type
Vitex agnus-castus,vitex_agnus_minus_castus
Vitex doniana,vitex_doniana
Vitex lucens,vitex_lucens
Vitis,vitis
Vitis cf. V. aestivalis,vitis_cf_v_aestivalis
Vitis sylvestris/vinifera,vitis_sylvestris_vinifera
Vitis vinifera,vitis_vinifera
Vochysia,vochysia
Vochysiaceae undiff.,vochysiaceae_undiff
Waltheria,waltheria
Waltheria-type,waltheria_type
Waltheria indica,waltheria_indica
Warszewiczia,warszewiczia
Weigela,weigela
Weinmannia,weinmannia
Weinmannia-type,weinmannia_type
Weinmannia (type 1),weinmannia_type_1
Weinmannia (type 2),weinmannia_type_2
Weinmannia trichosperma,weinmannia_trichosperma
Weinmannia/Sloanea-type,weinmannia_sloanea_type
Welwitschia mirabilis,welwitschia_mirabilis
Wendtia,wendtia
Wendtia-type,wendtia_type
Wettinia,wettinia
Widdringtonia,widdringtonia
Winteraceae,winteraceae
Xanthomyrtus,xanthomyrtus
Xanthostemon,xanthostemon
Ximenia,ximenia
Ximenia-type,ximenia_type
Ximenia americana,ximenia_americana
Xylocarpus,xylocarpus
Xylosma,xylosma
Xylosma-type,xylosma_type
Xylosma sp.,xylosma_sp
Xymalos,xymalos
Yucca,yucca
Zaleya-type,zaleya_type
Zaleya pentandra,zaleya_pentandra
Zanha,zanha
Zanha-type golungensis,zanha_type_golungensis
Zanha golungensis-type,zanha_golungensis_type
Zanthoxylum,zanthoxylum
Zanthoxylum-type,zanthoxylum_type
Zanthoxylum-type (Z. gilletii),zanthoxylum_type_z_gilletii
Zanthoxylum-type (Z. usambarense),zanthoxylum_type_z_usambarense
Zanthoxylum-type chalybeum,zanthoxylum_type_chalybeum
Zanthoxylum-type usambarense,zanthoxylum_type_usambarense
Zanthoxylum (type I),zanthoxylum_type_i
Zanthoxylum chalybeum-type,zanthoxylum_chalybeum_type
Zanthoxylum fagara,zanthoxylum_fagara
Zanthoxylum gilletii,zanthoxylum_gilletii
Zanthoxylum undiff.,zanthoxylum_undiff
Zanthoxylum usambarense,zanthoxylum_usambarense
Zanthoxylum usambarense-type,zanthoxylum_usambarense_type
Zanthoxylum zanthoxyloides,zanthoxylum_zanthoxyloides
Zelkova,zelkova
Zeyheria,zeyheria
Zieria,zieria
Ziziphus,ziziphus
Ziziphus-type,ziziphus_type
Zollernia,zollernia
Zygophyllaceae,zygophyllaceae
